ticker,status,error,forecast_completed,evaluation_completed,forecast_revenue,forecast_cogs,forecast_sga,forecast_net_income,forecast_ebit,forecast_cash,forecast_equity,forecast_total_assets,avg_smape,median_smape,is_avg_smape,is_median_smape,bs_avg_smape,bs_median_smape,actual_revenue,actual_net_income,actual_equity
AMGN,evaluated,,True,True,30189419898.94769,9050400410.28758,3631511985.715914,8584946749.825372,14537007502.944199,14682385290.325188,10146212317.590939,130902150324.70576,52.784930564516685,40.75437609970519,64.52980636620062,61.232116788321164,44.563517503337955,22.953311012448324,33424000000.0,4090000000.0,5877000000.0
AJG,evaluated,,True,True,11863865648.0247,6863253168.198723,2810746354.6417794,926267127.0262842,1626516125.184198,,11289473068.508963,,31.025854250823553,29.533053208299236,17.788580898590055,7.935952775177609,44.26312760305705,45.73867977186478,11554900000.0,1462700000.0,20153500000.0
TSCO,evaluated,,True,True,14915439431.780373,9558021775.71028,3841959091.5811276,697827848.972899,1080139968.947838,406883335.6279467,2390323874.0226827,9663070928.186583,14.35467361618646,4.645273803287843,9.91661988824775,2.240794921024152,17.46131122574356,5.466972484669372,14883231000.0,1101240000.0,2270334000.0
COO,evaluated,,True,True,3902516696.892758,1341639451.0941846,640246463.5473341,1274639288.7562811,1501685273.1438348,1239123185.3875034,8823151574.914913,12729360415.26668,35.66875864599322,8.788174554237512,25.975054158687573,11.043575866751455,42.45435178710717,8.769619281010781,3895400000.0,392300000.0,8083400000.0
CMG,evaluated,,True,True,11285857725.268024,8329283157.386424,724351005.6938021,1361961530.2775476,1882733364.8214087,1003454295.7590189,4055547430.277548,9397216061.295698,21.038167464102678,8.524724020789781,8.209913181071505,4.224914742333027,30.017945462224503,9.489658173084717,11313853000.0,1534110000.0,3655546000.0
IQV,evaluated,,True,True,15580864399.722416,10133176960.444138,3304590700.9021516,625314680.3184586,1733596738.3761268,,6329914680.318459,,20.5684888814582,6.195706766123885,29.72799343114072,7.307521919486023,12.553922400486003,4.487225510738051,15405000000.0,1373000000.0,6067000000.0
ROK,evaluated,,True,True,10572568939.745375,5410008504.716252,3186477501.1597342,1186580838.981072,1691344641.8583689,1251013401.3710635,3941750888.326706,11175856574.937935,38.22893280977025,24.636841971968614,31.96448735106529,21.834261620356408,42.61404463086373,29.42009460316615,8264000000.0,953000000.0,3498000000.0
MET,evaluated,,True,True,67453964261.0167,40472378556.610016,6153733436.327522,15001338451.801662,20084875113.354343,,44489542085.41257,,48.357764917229545,5.225545507134706,38.90767419687525,4.74757629121841,55.445332957495275,26.161340345694967,69939000000.0,4426000000.0,27445000000.0
SNA,evaluated,,True,True,5388689497.160558,2625302263.2937536,1381060683.531234,916420139.616101,1276125191.687251,1415754257.3233664,5593350105.6136875,8358503527.381986,16.5958525529016,5.340327854428136,5.837589433477114,5.349917123669727,24.126636736498735,3.9246521029525185,5108400000.0,1043900000.0,5394100000.0
AVGO,evaluated,,True,True,38641109568.41249,12005832334.427612,8888134837.213505,13669150061.823994,16670142396.771374,17067592919.8824,28291609391.967533,73382392352.61789,75.52979807103358,65.33707900032681,79.43339929924862,79.47342498659202,72.79727721128305,56.812915054424835,51574000000.0,5895000000.0,67678000000.0
HUM,evaluated,,True,True,121841583676.10638,73104950205.66383,24368316735.22128,18161474869.64016,23505693326.34204,,34041165888.884636,,48.184947898195375,24.397321592278676,76.57333718087386,24.397321592278676,30.442204596521318,20.693897690574442,117761000000.0,1207000000.0,16375000000.0
KO,evaluated,,True,True,48679855734.350296,19704308436.42452,8095576830.06232,15771177234.49456,19821317078.980213,9964932657.427217,32783469626.026733,105773395477.29156,10.078240128789218,6.530801310970921,8.366035266094586,3.3817448610279683,11.276783532675458,8.330535050019488,47061000000.0,10631000000.0,24856000000.0
LOW,evaluated,,True,True,97874799802.59741,65346673433.76624,22283737994.8052,4312719583.281134,8442352695.178738,,-11748398398.239834,,18.11540935635183,10.555802737454599,17.760486542723918,12.480529161631914,18.42596681827625,10.31914950971876,86377000000.0,7726000000.0,-15050000000.0
BBY,evaluated,,True,True,41411580224.49335,32545720291.339043,7128824018.083114,468721947.2383338,782720254.3860358,1676212824.3271964,2807490895.8935905,14717137149.2634,19.173910433205016,8.325851871421703,26.460264418774784,9.959143552985688,14.073462643306177,7.9355126627747445,43452000000.0,1241000000.0,3053000000.0
UAL,evaluated,,True,True,64186766522.07763,46025389967.74552,2362329195.8625293,9992324126.878866,12752378109.441223,7238740651.762874,18530924126.87887,77456290746.96658,20.638215161614976,11.75056534361327,24.15489371697793,11.75056534361327,18.17654017286091,10.677955658784118,57063000000.0,3149000000.0,12675000000.0
RVTY,evaluated,,True,True,2284434618.177245,1005673436.7004024,23461671.605237238,832283326.9837785,922931009.8716056,1390668159.1800685,8662443938.104357,12631287301.277733,50.221452257890064,18.45140921018585,76.21664601646748,25.1192586332201,32.024816626885865,13.528752673279836,2755026000.0,270385000.0,7666874000.0
SYK,evaluated,,True,True,22774567944.062008,8266308200.986503,1882140603.8267655,8787539556.03344,11513317792.447392,7740253547.044039,25851729123.463463,45786425259.18036,38.356106609958665,12.081228563912251,41.825616193581645,10.419557537137447,36.27440085978489,12.081228563912251,22595000000.0,2993000000.0,20634000000.0
WBA,failed,Missing financial statements from Yahoo Finance.,False,False,,,,,,,,,,,,,,,,,
EL,evaluated,,True,True,14271190167.44658,4093885098.945707,4494841856.007216,4169145531.9094543,4877474301.86091,4923235718.969437,9364794067.474308,28777592722.09829,36.709316054187575,14.48967398405434,30.185197023480704,8.948099497086607,41.27619937568238,29.114339717297547,15608000000.0,390000000.0,5314000000.0
BRO,evaluated,,True,True,4948526803.255684,2577382262.1386476,1008797081.111423,609539969.6178105,1149915621.8349888,,6013562291.046382,,25.965141949521126,10.89950190448286,13.304258538202825,6.878150345428162,37.04341493442463,35.26642358567936,4705000000.0,993000000.0,6420000000.0
RJF,evaluated,,True,True,12120083310.293983,7272049986.17639,7714029306.054742,,-3054159766.2708206,,,,18.92487227154475,4.991660247920605,5.149699183497787,4.991660247920605,25.812458815568235,4.569066536519657,12639000000.0,2068000000.0,11673000000.0
CVX,evaluated,,True,True,164496958509.56866,114047593453.16629,28538212797.549603,2963952064.3111563,6341810816.840389,7316837987.706676,157090584547.04062,257480199808.59824,38.0756695060589,17.913946866818023,50.21940756197667,28.463362489012102,29.575052866916458,7.937157137767769,193414000000.0,17661000000.0,152318000000.0
VTRS,evaluated,,True,True,14634054837.757568,8526358185.9100895,5174932057.407442,-1108937368.115178,-569835405.5599632,940922608.791898,19343315263.463768,45078556295.57856,38.002363322777626,14.220398981043438,46.896922292275406,6.6811004462120085,31.776172044129176,14.231093159479041,14739300000.0,-634200000.0,18635500000.0
MMC,evaluated,,True,True,24948151351.35135,14373497297.297297,4778729729.729729,3056733150.2458453,5085854862.754246,,13649278068.278633,,15.928813424416326,3.3470317436429884,6.394085328359028,2.8381486643837364,24.271700508466463,8.798269687143794,24458000000.0,4060000000.0,13342000000.0
FICO,evaluated,,True,True,1663330205.5871398,341833079.5857021,275356225.74658567,801498894.278091,1036249973.3365945,,-15303605.721909046,,34.732295146742445,9.603586495922304,14.747967623679111,7.148530834509267,52.218581729422866,16.278246891004162,1717526000.0,512811000.0,-962679000.0
IEX,evaluated,,True,True,3368560045.884535,1879825041.6417866,723840676.9540213,380470567.59263307,593607674.580012,766145424.2060256,3728181233.804935,6324209971.367253,22.457834049647435,6.743861673935758,9.450174240512178,3.2928796301624406,31.563195916042105,9.159707232226033,3268800000.0,505000000.0,3794700000.0
CHTR,evaluated,,True,True,55198334919.10703,24906824627.003815,3692558050.423901,10325375016.309149,17063007293.151335,,20044275016.30915,,9.194198836069496,3.2783223290902597,12.743408496413057,2.4335132007165337,6.088640383268883,3.652156292222829,55085000000.0,5083000000.0,15587000000.0
CPAY,evaluated,,True,True,4120198592.746582,898998511.5389588,372969451.0720198,1923131634.0517387,2676653630.135604,,4910923634.051739,,22.415073812853787,12.536360661696499,23.473280473000028,9.749686579735974,21.48914298522583,12.681672457203664,3974589000.0,1003746000.0,3122342000.0
CHD,evaluated,,True,True,6405285067.713371,3579729008.8548255,700030558.4492893,1521005365.9274697,1851030637.710531,1145929879.972324,4889893164.912732,9356985869.915112,13.554317337599903,6.309481105177829,21.392152853565708,7.618945402016038,7.458223047404278,5.000016808339621,6107100000.0,585300000.0,4360800000.0
CAH,evaluated,,True,True,231717406444.7459,223946730171.0731,5748310859.998014,824702197.248838,1301055799.1047091,4607692244.906963,-2463297802.751162,46334480736.287865,12.58252478181427,10.205469538465122,9.861695715060046,3.2561301340157796,14.487105128542222,14.135770625495201,226827000000.0,852000000.0,-3213000000.0
MA,evaluated,,True,True,28327094662.049736,6796787156.5409,931144039.2139226,16364246016.178865,19778256686.633892,,20860334636.521263,,20.180287597814875,14.141169342096605,9.155904619881113,8.858829971437451,29.82662270350691,16.852760622982903,28167000000.0,12874000000.0,6485000000.0
UHS,evaluated,,True,True,15222718565.468077,1633794178.989609,7725963672.602516,4834713063.636434,5278396355.931445,4430145466.069443,10924769812.449726,18700439245.489605,38.24804007407875,6.3908900299215485,25.38891426688867,3.8982524683795643,47.249428139111814,6.668869830357955,15827935000.0,1142097000.0,6666207000.0
LMT,evaluated,,True,True,69196169389.54898,60513238542.67701,691961693.8954898,4407659596.207028,6490141566.769585,1491953062.1086364,7553280670.875557,53488689801.88871,30.31800057820263,7.397988586213498,29.52389237074467,5.776891767603639,30.8738763234232,7.6902868913498095,71043000000.0,5336000000.0,6333000000.0
KHC,evaluated,,True,True,26795907117.23617,17817668869.17123,3713606947.328676,2557068643.839392,4249165128.6294403,1408193316.971871,49708936185.1005,89523023606.5294,15.555995516689988,4.819461335786699,32.780370362240255,6.322760367164959,3.4989331248048026,1.702580474308817,25846000000.0,2744000000.0,49185000000.0
BXP,evaluated,,True,True,3447313741.466283,1280720353.7138004,197903335.50935298,,,,,,10.126293852616506,7.3156243599506965,5.262150276935067,3.1815666896450536,13.044779998025367,18.151166537388637,3407719000.0,14272000.0,5422841000.0
AMZN,evaluated,,True,True,642779617662.4519,340788325907.6662,49618782041.42939,,199118784126.22147,,,,7.060966785379668,5.23914355412571,4.544920827946953,2.6062743137876137,8.498707332484075,8.521711481253087,637959000000.0,59248000000.0,285970000000.0
CTRA,evaluated,,True,True,3864257651.088278,2069998011.2694733,182300961.21975476,-152081945.53009313,-66618668.69393492,624658490.7745001,12531136996.659328,19436610109.499477,56.594579452577086,40.31483412818149,82.16210542460946,49.43167508021155,38.69731127215443,33.90788544988546,5458000000.0,1121000000.0,13122000000.0
SBUX,evaluated,,True,True,40131217240.14971,29147661964.074757,2723299698.91753,4677605845.37746,6688209219.764158,3961741236.5156302,-6373617576.124247,31106558420.148087,11.43912481029844,8.449032740911921,9.847897145041841,9.639749841260882,12.55298417597806,8.057495204941025,36176200000.0,3760900000.0,-7448900000.0
IVZ,evaluated,,True,True,5402177083.436658,3507011258.245301,77587072.02962522,,1622268469.789784,,,,10.395965909041301,9.987016643159674,9.691818702217969,9.987016643159674,10.865397380256853,10.31534059335484,6067000000.0,774800000.0,14559900000.0
ALL,evaluated,,True,True,63270072920.16516,37962043752.0991,632700729.2016516,18855621566.1504,24245828438.86441,,36625621566.1504,,44.50987111035493,8.448357729431455,75.80130079827488,73.0666363425594,17.6886456635664,7.583686125657881,63515000000.0,4667000000.0,21442000000.0
PM,evaluated,,True,True,38952530571.12272,14278017190.35325,11140685095.397015,7688106312.783863,11967901608.770369,3388717335.1804037,-10413853457.33108,69683660792.8204,13.389164167693899,11.843791216950864,7.2617861491662365,6.875188172700284,17.67832878066326,13.476423689446406,37878000000.0,7057000000.0,-11750000000.0
CSX,evaluated,,True,True,14463586413.519154,9070702484.346598,144635864.13519153,1716578817.2088861,3619418727.2528067,1335145829.1254292,12910196707.340145,43162368688.111694,14.485975693580272,3.21260465626917,24.271387051949798,1.393613101559635,7.636187742721606,4.0345151715571195,14540000000.0,3470000000.0,12502000000.0
NKE,evaluated,,True,True,56158875808.178116,31715943588.096764,4451745236.566045,17851051926.30796,19100240242.553795,22488763640.791817,30167847162.827972,52712646188.75203,44.083739520113966,10.768874501371618,48.59677861390945,10.768874501371618,40.924612154457115,10.878899508401112,51362000000.0,5700000000.0,14430000000.0
ODFL,evaluated,,True,True,5497015338.166607,3555212656.1472006,263367306.5133224,950772838.6855555,1318054157.4637263,,5050996250.26766,,13.864818600299303,7.8358826605282195,15.800630974337853,6.44608525758202,12.17098277301557,9.816520407813242,5814810000.0,1186073000.0,4244588000.0
DUK,evaluated,,True,True,29354963848.720802,15459338153.503893,6720529060.066741,-2356705236.8659887,895992210.9990911,293549638.4872074,43913294763.13401,178847150863.01703,35.0300011108201,7.7037064355970255,59.882204965375976,3.9568641833193126,17.633458412630986,10.87602117258621,30357000000.0,4524000000.0,50126000000.0
HCA,evaluated,,True,True,70075224943.13748,42485424136.27081,31805014128.46778,-9561044328.016819,-7546255072.686496,1008501651.9183826,-11949072681.729383,59471323441.028244,42.69120542206394,3.083362030144897,58.13367990326549,2.0167177006816224,31.881473285222853,7.146403779339643,70603000000.0,5760000000.0,-2499000000.0
VICI,evaluated,,True,True,5016523382.82545,50165233.8282545,82779855.07885002,,4874052083.918345,,,,48.37118681671119,31.725851094479694,45.96523031710025,43.36409893573034,49.97515781645182,22.386634225914264,3849205000.0,2678810000.0,26537955000.0
DVN,evaluated,,True,True,12144950910.323961,7872965621.576504,324756846.99254006,507288278.3491,1216970394.837296,696476081.1727269,11410860846.927654,24606817650.414185,40.16798769282238,28.500274381399528,49.80080299657295,35.14673527582312,33.425016980196986,26.158716818702892,15940000000.0,2891000000.0,14496000000.0
ADI,evaluated,,True,True,12604201970.868458,4535799063.806809,3987891106.319794,1741304035.7143211,2470933300.741854,981313727.4533204,35281537562.664604,46919789766.609344,21.086590757738122,14.54763077237087,30.066845162201755,18.539186096417485,14.800412674613579,11.787360316076725,9427157000.0,1635273000.0,35176317000.0
D,evaluated,,True,True,14862853278.80614,7677712369.062992,3370551872.578562,-1493835827.6971655,299834487.5392618,190006600.66006565,24042164172.302834,110749219734.95741,43.96034921083419,12.519058587713339,63.89662518172812,9.138276660162628,30.004956031208444,15.68467999482179,14459000000.0,2124000000.0,27253000000.0
IDXX,evaluated,,True,True,3980186304.676651,1599251995.5902667,615426677.3550748,1376233911.7099705,1643181772.5790203,1160991883.3916962,2607251311.7099705,4118446821.374277,29.94417445689149,6.533483134233146,10.615308579232778,6.03352474550404,43.47438057125259,8.497981566918057,3897504000.0,887867000.0,1595313000.0
MTCH,evaluated,,True,True,3549841483.5775857,1006566933.2281331,618556901.0603532,,1856457857.5656583,,,,8.4363891913087,1.8189102573138192,7.2027695260111315,1.7680321073100145,9.25880230150708,2.3574450898249806,3479373000.0,551276000.0,-63659000.0
IFF,evaluated,,True,True,10592238022.50804,7195598231.511254,2863290755.62701,-954521344.9090409,-605662639.3484211,648692684.8874599,13656478655.09096,26554240099.09224,35.98873390271107,11.514484918882392,64.10179456416265,13.415346522920526,16.309591439694966,4.773807502034517,11484000000.0,243000000.0,13876000000.0
INTC,evaluated,,True,True,46637421638.59549,27965424493.291466,18645336378.342373,-12479743457.80623,-11450021078.202831,6088115139.404318,92459441468.5726,199795914998.18506,36.5374869433561,17.245868788918376,42.230671696213264,16.745960276995575,32.55225761635607,20.69830032544844,53101000000.0,-18756000000.0,99270000000.0
TTWO,evaluated,,True,True,8024850000.0,4596900000.0,2379750000.0,89490000.0,705450000.0,,9131990000.0,,84.27041758668109,50.98383118662649,111.62704341321384,125.6635296605689,60.33336998846494,50.05260073417659,5349600000.0,-3744200000.0,5667900000.0
AZO,evaluated,,True,True,18751528009.982693,9008603342.278751,6011369080.250772,2132605798.5879922,3202890374.1790104,952868471.939724,-2975816001.412008,17509169996.414856,25.412317843387278,3.9112372832500104,6.768171901082273,3.793584085284837,38.463220003000785,5.378630752024101,18490268000.0,2662427000.0,-4749614000.0
KEYS,evaluated,,True,True,5508357195.571955,1947684132.8413281,243964575.64575642,2709349136.528886,3086770025.5464087,4275969314.659623,7046249136.528886,10427504971.26997,38.861920105138346,16.02658788774003,35.05637594946208,16.02658788774003,41.52580101411172,20.079713912862566,4979000000.0,614000000.0,5105000000.0
MAA,evaluated,,True,True,2285257906.7245054,1490186916.5499098,62307578.078941874,,,,,,14.809642644275556,9.362211842410261,6.03985115443386,6.786493789378416,21.825475836148915,15.627114387554862,2191015000.0,527543000.0,5964361000.0
RL,evaluated,,True,True,6676848268.875132,2360252806.9470134,3532296862.5874414,347673882.50113964,562876670.2749324,1584658274.5034978,2605450319.761596,6390041416.257387,15.006408536283462,11.542455283365111,17.519387405593672,7.046403195395083,13.24732332776631,12.399220580258827,6631400000.0,646300000.0,2450300000.0
MKTX,evaluated,,True,True,788426823.3453989,300399622.39036614,11575792.569956843,,400338115.9264616,,,,21.05600902183606,6.850984028260051,4.61293077116156,4.563732619612301,32.018061188952395,11.345820581537788,817097000.0,274181000.0,1388660000.0
CME,evaluated,,True,True,6200766069.649758,920961975.5349245,160495907.87743554,,4914558186.237398,,,,23.653446527593637,23.758609099082292,19.213236520481374,13.46967684917388,26.613586532335148,26.524944467129753,6130100000.0,3525800000.0,26486900000.0
AVB,evaluated,,True,True,2954108252.98888,1054604358.8291408,81682497.88351096,,1750484396.2762284,,,,28.12248295749017,5.001267962864241,44.67134741179798,3.3865408230107836,14.883391394043931,7.064691569647326,2913757000.0,1081994000.0,11941092000.0
MCHP,evaluated,,True,True,10440214295.76742,3390870553.7392426,3199230941.6645894,2013912590.6995342,3261162800.363588,289500769.693149,7317187573.196617,16437093775.078133,25.58087071869115,22.122730779896276,32.216605375295764,27.047541151302582,20.935856459067914,15.892138492520516,7634400000.0,1906900000.0,6657800000.0
DOW,evaluated,,True,True,34992142350.00527,31165293381.60346,2180049207.40923,-1775232593.8672454,-1050594950.3461957,2886276298.682046,16578273735.24668,54151634459.39713,48.34123553301362,20.69150141929209,68.68138437355174,20.69150141929209,34.10313134463693,16.145140719740258,42964000000.0,1116000000.0,17355000000.0
TSLA,evaluated,,True,True,114961743254.52359,93982499189.80629,10417156919.790823,4458405016.962886,4813657828.698827,19480047801.42889,62592705016.96288,131724590214.35103,35.886865924634144,15.77580307217905,41.95641800484591,15.77580307217905,31.63817946848591,16.99608018463429,97690000000.0,7130000000.0,72913000000.0
COP,evaluated,,True,True,40153538881.95276,27134268326.241493,2272275040.130456,290721070.22209096,1816833643.4135742,4030302125.003185,46294938896.77455,90699985087.1723,51.213448470143646,33.307957043043075,70.214904062753,34.28510344385543,37.91242955531708,33.01434426025045,54745000000.0,9245000000.0,64796000000.0
VST,evaluated,,True,True,15910463359.55711,9967858464.452215,3025130390.4428906,153594560.39596218,988320042.147129,3751807619.4638696,3967594560.395962,31184578803.5063,44.649298143382126,23.09791670026121,54.23817036608561,23.09791670026121,37.9370875874897,22.547747939074704,17224000000.0,2659000000.0,5570000000.0
LRCX,evaluated,,True,True,17632349352.796844,9764470154.676958,2589854213.2597485,4105301723.2529883,4892137073.445445,8323468363.578733,11426168296.528786,22192304121.130875,25.015581779303016,12.54347709604704,10.26068001847698,7.025045910476539,35.344013011881245,14.41180441262992,14905386000.0,3827772000.0,8539454000.0
ORCL,evaluated,,True,True,58798353345.90009,15965505560.791706,10396882233.741753,19037400417.665478,23901465551.36663,,15467106685.344501,,31.241995762587162,22.74003131898406,29.526412851752667,22.74003131898406,32.743130809567354,23.05693495277026,52961000000.0,10467000000.0,8704000000.0
IR,evaluated,,True,True,7991608135.152039,4641829486.334365,1906870386.8972163,574610505.5603437,1087208261.9204574,2038862560.5863562,10316687535.492542,16815974771.584465,32.57898878231324,13.250046695865962,23.356786147702014,30.15399307628029,39.03453062654111,11.957687944649543,7235000000.0,838600000.0,10179000000.0
EXR,evaluated,,True,True,3406585353.4438224,892693110.2969073,194806178.01545602,1482120261.9938395,2181117065.1314588,,15069843261.99384,,39.7158277722174,24.906131386100384,35.041029123423165,15.13410373432327,43.806276589912365,34.449622173536206,3256902000.0,854681000.0,13947535000.0
MAS,evaluated,,True,True,7312567857.142857,4709525000.0,1359346428.5714285,730535407.251806,1076806823.4142966,1108965193.1192007,328700891.88537574,5851184614.755835,33.10589718517476,7.685904375253428,8.288722101072167,7.685904375253428,50.47791974404658,10.05372167905907,7828000000.0,822000000.0,-280000000.0
FRT,evaluated,,True,True,1193036975.548643,382620880.7607751,53433831.368475534,,710060763.4193925,,,,31.005647100387563,4.964955809305861,40.53370375277957,4.7663663405606425,24.653609332126223,5.119317168091649,1202452000.0,295208000.0,3171594000.0
PSX,evaluated,,True,True,127810254726.74864,112778140696.51157,8138637649.273487,2144854220.8119395,4885609475.409455,3075277619.417116,31530264416.748077,73158277261.01712,28.795838998069677,10.956183736510035,24.917927649687197,11.324594760070816,31.51037694193741,8.375665334810442,143153000000.0,2117000000.0,27408000000.0
NSC,evaluated,,True,True,11594220164.770498,7364180149.07807,115942201.64770499,1533150317.1596532,2768869925.003798,1495536131.8163984,13629723711.655066,42934083198.50178,17.768902998485174,4.65726018958437,16.60157199577622,3.439654562818632,18.58603470038144,5.751978947758007,12123000000.0,2622000000.0,14306000000.0
HBAN,evaluated,,True,True,7352330989.798731,4411398593.879238,115776812.79294181,-208544416.87344933,2270655583.1265507,,18243055225.66453,,57.987228557885715,11.474713132171695,78.59174956455622,35.45727945983798,40.32621055216813,9.796370885393351,7385000000.0,1940000000.0,19740000000.0
GILD,evaluated,,True,True,26951997947.28932,6458699021.296873,5277884241.779994,10418839817.75036,12600130483.29921,11976398478.058481,28552801272.454193,64284196099.86308,42.89294369014131,8.510125783311917,50.39433156924896,6.469687714474791,37.64197217476594,15.477530461888852,28754000000.0,480000000.0,19330000000.0
DOC,evaluated,,True,True,2307793934.346767,954500565.2980967,100662425.7565334,920546994.9288688,1132553443.292137,,6964983994.928869,,56.620376056012084,26.11950729957341,76.35664267202905,27.789799826618882,39.351142766997235,25.10840367155243,2700449000.0,243142000.0,8401276000.0
WYNN,evaluated,,True,True,9797845500.0,5562844500.0,1597533000.0,1240063622.6647573,1968096019.5535054,4318779000.0,258687622.66475725,16744592519.553505,61.379860333751985,39.70683884068087,56.32359336180864,32.044581919882624,64.9192472141123,43.261048559073686,7127961000.0,501078000.0,-224161000.0
PODD,evaluated,,True,True,2206503033.7853365,698446426.1089404,523574787.40519416,856127663.0417255,903793838.9409803,1165190879.8733807,1526937663.0417256,3376683982.409403,38.48992150824017,19.509415811647237,43.435789423390375,10.955808039153151,35.027813967635026,21.160241910323094,2071600000.0,418300000.0,1211600000.0
GPC,evaluated,,True,True,24130019989.25777,15466148351.203182,6838176092.883079,907502151.7648525,1409574994.4053082,1151613185.546072,4722281818.62148,18761674478.316124,16.876090274081882,6.242776740829604,11.523405392154066,3.307323005427307,20.622969691431358,7.779860118036754,23486569000.0,904076000.0,4337407000.0
IT,evaluated,,True,True,6372007026.117243,2053080918.900933,1067300249.3459458,2657500118.153356,3080049801.34651,,3073394318.153356,,30.137749291080613,4.067436171243865,23.80368151019772,1.6550766166782778,35.68005859935314,8.466783328745711,6267411000.0,1253715000.0,1359169000.0
FI,evaluated,,True,True,20552666685.459774,8256374245.926595,7078737554.265096,1528918242.769905,4137054885.2680845,,30465518242.769905,,29.81303369246989,11.81057006955024,38.82915642909508,13.704500213734295,21.923926297922854,9.959210710255233,20456000000.0,3131000000.0,27068000000.0
MSI,evaluated,,True,True,10926304214.223001,5483957857.769973,1709356672.519754,2635909711.441855,3365139825.576334,2197728115.94129,2621391002.711114,14112325399.500816,27.12084891485286,12.52433319128933,21.476197194745858,16.84574890026682,31.07210511892776,9.111747076626965,10817000000.0,1577000000.0,1703000000.0
BG,evaluated,,True,True,52728040218.94336,48437355723.46502,1518787184.6739647,1138165582.5914054,2240628834.1829576,2453663145.685337,11455582352.77774,24584603413.608788,23.800121263610382,12.662958574522845,13.68418449689987,12.662958574522845,30.88127700030774,12.917180067078144,53108000000.0,1137000000.0,9913000000.0
PGR,evaluated,,True,True,77728011152.11649,46636806691.26989,15545602230.423298,,15302773410.307243,,,,8.164882528948823,8.087117751939493,9.373014194945961,9.373014194945961,7.681629862549967,8.087117751939493,75343000000.0,8480000000.0,25591000000.0
KMX,evaluated,,True,True,27623207030.245533,25017482990.40495,276232070.3024553,1489295188.289062,2047973623.0120401,1154068643.8167436,6956943588.2890625,27984466430.65541,31.840760386761403,7.974693353413963,28.39927482519017,7.788553926102372,34.249800279861276,10.765222774341762,26536040000.0,479204000.0,6073740000.0
MNST,evaluated,,True,True,8077892832.5285015,3785305500.2205653,2082652782.4968905,,2091198974.2360277,,,,17.027982072791676,9.744073131414897,14.283868099541012,8.481847132992119,18.85739138829212,18.32044053597415,7492709000.0,1509048000.0,5957718000.0
BEN,evaluated,,True,True,7445419544.910758,1422326115.0653148,1530079530.6514566,,4048130176.723379,,,,19.62790801593894,13.73955503397976,12.94538142900352,14.985153051812343,24.082925740562548,10.831689283964735,8478000000.0,464800000.0,12508100000.0
MDLZ,evaluated,,True,True,41184666497.33299,25445390906.78181,9323039370.07874,2790666613.203294,5113751199.811285,2069753619.5072389,27180288990.825672,71550380753.61746,16.25964455211347,8.73990407968621,18.24471212259277,13.694867159501847,14.870097252777967,7.263200201330058,36441000000.0,4611000000.0,26932000000.0
MRK,evaluated,,True,True,60958676602.0613,16352318371.202536,25258582308.587624,12380772864.887424,15181336187.41912,17591661443.57274,49774609492.75436,117806496675.76134,25.998126409834626,7.205111066927698,25.221091977679286,7.675554278230934,26.542050512343366,5.292118621810502,64168000000.0,17117000000.0,46313000000.0
META,evaluated,,True,True,156064708590.24603,30031309916.044212,14230715485.082626,88117870586.12292,98479801150.74234,,241285870586.12292,,18.609041362110094,15.094041596137435,14.540322336827126,14.193765926953668,22.169170509232696,22.78290406458345,164501000000.0,62360000000.0,182637000000.0
EPAM,evaluated,,True,True,4560112465.401979,3165961719.792617,881648251.7869512,250126480.46447948,396203083.2123595,,3595892580.4644794,,25.264142598010288,8.877927686278582,27.864721692355968,3.6138369205638874,22.98863589045782,15.792840968545212,4727940000.0,454533000.0,3629211000.0
PCG,evaluated,,True,True,27524316605.16605,18164381365.313652,6278266420.6642065,-3999746601.5473704,-916721536.7245526,715488007.3800735,21040253398.45263,135563338871.01132,40.67467749894645,11.956558834201239,66.53979575600333,17.37231556811234,22.569094719006646,5.216519719080762,24419000000.0,2512000000.0,30149000000.0
FITB,evaluated,,True,True,8754638854.603802,5252783312.76228,130976549.00024685,-872303788.6156793,2909296211.3843207,,17281732188.4898,,41.81242328213723,12.79976684341887,74.92139664930852,18.321303129278856,13.433303253133262,8.610075075561213,8253000000.0,2314000000.0,19645000000.0
MU,evaluated,,True,True,7851342740.100136,7772829312.699135,2015380063.7232587,-10331225847.063795,-9567709270.222378,11297633061.009466,33788774152.936203,57018375991.35829,82.94399350587601,72.51248266506465,99.36686090765936,85.9905692845273,71.44798632462769,57.605769218001484,25111000000.0,778000000.0,45131000000.0
RMD,evaluated,,True,True,4984079625.471371,2203869717.783354,1420594872.4975386,823732639.0979682,1150986968.699864,495226431.0760591,4656219461.1952,9132228939.675053,34.85021085285929,21.382350525802853,16.530885703549053,8.213571780925756,47.673738457376466,31.267457102984313,4685297000.0,1020951000.0,4864043000.0
ED,evaluated,,True,True,13720712763.241863,6791579706.445437,4747929929.80217,-1020234792.660206,29760802.238266945,1112591384.8117423,18474618219.387985,64269392735.470665,39.2323557674414,12.248965122145904,62.97012138821759,12.248965122145904,22.615919832898065,14.47257065368387,15256000000.0,1820000000.0,21962000000.0
